jahr,szenario,variante,ausgaben_mrd_euro,beitragsbasis_mrd_euro,zusatzbasis_mrd_euro,bundesmittel_mrd_euro,sonstige_einnahmen_mrd_euro,erforderlicher_beitragssatz,notiz
2035,moderat,reform_ohne_erweiterte_basis,611.120,2051.477,0.000,62.165,4.089,0.265597,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2035,moderat,reform_mit_erwerbstaetigenbasis,611.120,2181.528,130.051,62.165,4.089,0.249764,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2036,moderat,status_quo_bund_anteilig,637.196,2087.715,0.000,146.194,4.191,0.233179,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2036,moderat,reform_ohne_erweiterte_basis,637.196,2087.715,0.000,58.108,4.191,0.275372,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2036,moderat,reform_mit_erwerbstaetigenbasis,637.196,2222.209,134.494,58.108,4.191,0.258705,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2037,moderat,status_quo_bund_anteilig,664.254,2124.483,0.000,152.402,4.296,0.238908,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2037,moderat,reform_ohne_erweiterte_basis,664.254,2124.483,0.000,54.176,4.296,0.285144,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2037,moderat,reform_mit_erwerbstaetigenbasis,664.254,2263.528,139.046,54.176,4.296,0.267628,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2038,moderat,status_quo_bund_anteilig,692.327,2161.784,0.000,158.843,4.403,0.244743,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2038,moderat,reform_ohne_erweiterte_basis,692.327,2161.784,0.000,50.374,4.403,0.294918,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2038,moderat,reform_mit_erwerbstaetigenbasis,692.327,2305.493,143.709,50.374,4.403,0.276535,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2039,moderat,status_quo_bund_anteilig,711.765,2208.010,0.000,163.302,4.513,0.246353,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2039,moderat,reform_ohne_erweiterte_basis,711.765,2208.010,0.000,46.704,4.513,0.299160,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2039,moderat,reform_mit_erwerbstaetigenbasis,711.765,2357.061,149.051,46.704,4.513,0.280242,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2040,moderat,status_quo_bund_anteilig,728.190,2255.195,0.000,167.071,4.626,0.246761,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2040,moderat,reform_ohne_erweiterte_basis,728.190,2255.195,0.000,43.166,4.626,0.301703,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2040,moderat,reform_mit_erwerbstaetigenbasis,728.190,2409.750,154.554,43.166,4.626,0.282352,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2041,moderat,status_quo_bund_anteilig,744.994,2303.361,0.000,170.926,4.742,0.247172,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2041,moderat,reform_ohne_erweiterte_basis,744.994,2303.361,0.000,39.759,4.742,0.304118,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2041,moderat,reform_mit_erwerbstaetigenbasis,744.994,2463.583,160.223,39.759,4.742,0.284339,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2042,moderat,status_quo_bund_anteilig,762.186,2352.524,0.000,174.871,4.860,0.247587,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2042,moderat,reform_ohne_erweiterte_basis,762.186,2352.524,0.000,36.483,4.860,0.306413,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2042,moderat,reform_mit_erwerbstaetigenbasis,762.186,2518.585,166.060,36.483,4.860,0.286210,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2043,moderat,status_quo_bund_anteilig,779.775,2402.707,0.000,178.906,4.982,0.248007,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2043,moderat,reform_ohne_erweiterte_basis,779.775,2402.707,0.000,33.337,4.982,0.308592,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2043,moderat,reform_mit_erwerbstaetigenbasis,779.775,2574.779,172.072,33.337,4.982,0.287969,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2044,moderat,status_quo_bund_anteilig,797.769,2453.928,0.000,183.035,5.106,0.248430,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2044,moderat,reform_ohne_erweiterte_basis,797.769,2453.928,0.000,30.322,5.106,0.310662,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2044,moderat,reform_mit_erwerbstaetigenbasis,797.769,2632.190,178.262,30.322,5.106,0.289622,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2045,moderat,status_quo_bund_anteilig,816.179,2506.208,0.000,187.258,5.234,0.248857,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2045,moderat,reform_ohne_erweiterte_basis,816.179,2506.208,0.000,27.441,5.234,0.312625,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2045,moderat,reform_mit_erwerbstaetigenbasis,816.179,2690.845,184.636,27.441,5.234,0.291174,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2046,moderat,status_quo_bund_anteilig,835.013,2559.569,0.000,191.580,5.365,0.249288,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2046,moderat,reform_ohne_erweiterte_basis,835.013,2559.569,0.000,24.700,5.365,0.314486,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2046,moderat,reform_mit_erwerbstaetigenbasis,835.013,2750.662,191.093,24.700,5.365,0.292638,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2047,moderat,status_quo_bund_anteilig,854.282,2614.032,0.000,196.001,5.499,0.249723,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2047,moderat,reform_ohne_erweiterte_basis,854.282,2614.032,0.000,22.104,5.499,0.316247,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2047,moderat,reform_mit_erwerbstaetigenbasis,854.282,2811.770,197.738,22.104,5.499,0.294007,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2048,moderat,status_quo_bund_anteilig,873.996,2669.618,0.000,200.524,5.636,0.250162,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2048,moderat,reform_ohne_erweiterte_basis,873.996,2669.618,0.000,19.663,5.636,0.317910,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2048,moderat,reform_mit_erwerbstaetigenbasis,873.996,2874.195,204.577,19.663,5.636,0.295282,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2049,moderat,status_quo_bund_anteilig,894.165,2726.349,0.000,205.151,5.777,0.250605,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2049,moderat,reform_ohne_erweiterte_basis,894.165,2726.349,0.000,17.384,5.777,0.319476,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2049,moderat,reform_mit_erwerbstaetigenbasis,894.165,2937.964,211.614,17.384,5.777,0.296465,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2050,moderat,status_quo_bund_anteilig,914.799,2784.249,0.000,209.885,5.921,0.251052,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2050,moderat,reform_ohne_erweiterte_basis,914.799,2784.249,0.000,15.279,5.921,0.320948,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2050,moderat,reform_mit_erwerbstaetigenbasis,914.799,3003.104,218.856,15.279,5.921,0.297558,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2051,moderat,status_quo_bund_anteilig,935.909,2843.339,0.000,214.728,6.070,0.251504,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2051,moderat,reform_ohne_erweiterte_basis,935.909,2843.339,0.000,13.356,6.070,0.322327,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2051,moderat,reform_mit_erwerbstaetigenbasis,935.909,3069.645,226.306,13.356,6.070,0.298563,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2052,moderat,status_quo_bund_anteilig,957.507,2903.644,0.000,219.684,6.221,0.251960,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2052,moderat,reform_ohne_erweiterte_basis,957.507,2903.644,0.000,11.620,6.221,0.323616,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2052,moderat,reform_mit_erwerbstaetigenbasis,957.507,3137.615,233.971,11.620,6.221,0.299484,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2053,moderat,status_quo_bund_anteilig,979.602,2965.187,0.000,224.753,6.377,0.252420,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2053,moderat,reform_ohne_erweiterte_basis,979.602,2965.187,0.000,10.073,6.377,0.324820,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2053,moderat,reform_mit_erwerbstaetigenbasis,979.602,3207.042,241.855,10.073,6.377,0.300324,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2054,moderat,status_quo_bund_anteilig,1002.208,3027.993,0.000,229.940,6.536,0.252884,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2054,moderat,reform_ohne_erweiterte_basis,1002.208,3027.993,0.000,8.712,6.536,0.325945,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2054,moderat,reform_mit_erwerbstaetigenbasis,1002.208,3277.958,249.966,8.712,6.536,0.301090,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2055,moderat,status_quo_bund_anteilig,1025.336,3092.085,0.000,235.246,6.700,0.253353,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2055,moderat,reform_ohne_erweiterte_basis,1025.336,3092.085,0.000,7.533,6.700,0.326997,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2055,moderat,reform_mit_erwerbstaetigenbasis,1025.336,3350.393,258.308,7.533,6.700,0.301786,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2056,moderat,status_quo_bund_anteilig,1048.997,3157.490,0.000,240.674,6.867,0.253827,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2056,moderat,reform_ohne_erweiterte_basis,1048.997,3157.490,0.000,6.524,6.867,0.327984,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2056,moderat,reform_mit_erwerbstaetigenbasis,1048.997,3424.376,266.887,6.524,6.867,0.302422,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2057,moderat,status_quo_bund_anteilig,1073.204,3224.232,0.000,246.228,7.039,0.254304,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2057,moderat,reform_ohne_erweiterte_basis,1073.204,3224.232,0.000,5.670,7.039,0.328914,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2057,moderat,reform_mit_erwerbstaetigenbasis,1073.204,3499.941,275.709,5.670,7.039,0.303004,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2058,moderat,status_quo_bund_anteilig,1097.969,3292.338,0.000,251.910,7.215,0.254787,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2058,moderat,reform_ohne_erweiterte_basis,1097.969,3292.338,0.000,4.954,7.215,0.329796,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2058,moderat,reform_mit_erwerbstaetigenbasis,1097.969,3577.120,284.782,4.954,7.215,0.303540,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2059,moderat,status_quo_bund_anteilig,1123.306,3361.834,0.000,257.724,7.395,0.255274,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2059,moderat,reform_ohne_erweiterte_basis,1123.306,3361.834,0.000,4.358,7.395,0.330639,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2059,moderat,reform_mit_erwerbstaetigenbasis,1123.306,3655.944,294.110,4.358,7.395,0.304040,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2060,moderat,status_quo_bund_anteilig,1149.228,3432.747,0.000,263.671,7.580,0.255765,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2060,moderat,reform_ohne_erweiterte_basis,1149.228,3432.747,0.000,3.863,7.580,0.331450,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2060,moderat,reform_mit_erwerbstaetigenbasis,1149.228,3736.448,303.701,3.863,7.580,0.304510,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2061,moderat,status_quo_bund_anteilig,1175.748,3505.105,0.000,269.755,7.770,0.256261,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2061,moderat,reform_ohne_erweiterte_basis,1175.748,3505.105,0.000,3.452,7.770,0.332237,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2061,moderat,reform_mit_erwerbstaetigenbasis,1175.748,3818.666,313.561,3.452,7.770,0.304957,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2062,moderat,status_quo_bund_anteilig,1202.880,3578.935,0.000,275.980,7.964,0.256762,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2062,moderat,reform_ohne_erweiterte_basis,1202.880,3578.935,0.000,3.109,7.964,0.333006,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2062,moderat,reform_mit_erwerbstaetigenbasis,1202.880,3902.632,323.697,3.109,7.964,0.305386,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2063,moderat,status_quo_bund_anteilig,1230.638,3654.266,0.000,282.349,8.163,0.257268,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2063,moderat,reform_ohne_erweiterte_basis,1230.638,3654.266,0.000,2.821,8.163,0.333762,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2063,moderat,reform_mit_erwerbstaetigenbasis,1230.638,3988.382,334.116,2.821,8.163,0.305802,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2064,moderat,status_quo_bund_anteilig,1259.037,3731.126,0.000,288.865,8.367,0.257779,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2064,moderat,reform_ohne_erweiterte_basis,1259.037,3731.126,0.000,2.576,8.367,0.334509,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2064,moderat,reform_mit_erwerbstaetigenbasis,1259.037,4075.951,344.825,2.576,8.367,0.306209,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2065,moderat,status_quo_bund_anteilig,1288.091,3809.546,0.000,295.531,8.576,0.258294,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2065,moderat,reform_ohne_erweiterte_basis,1288.091,3809.546,0.000,2.366,8.576,0.335250,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2065,moderat,reform_mit_erwerbstaetigenbasis,1288.091,4165.377,355.831,2.366,8.576,0.306611,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2066,moderat,status_quo_bund_anteilig,1317.815,3889.555,0.000,302.350,8.790,0.258815,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2066,moderat,reform_ohne_erweiterte_basis,1317.815,3889.555,0.000,2.184,8.790,0.335987,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2066,moderat,reform_mit_erwerbstaetigenbasis,1317.815,4256.697,367.142,2.184,8.790,0.307008,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2067,moderat,status_quo_bund_anteilig,1348.226,3971.183,0.000,309.327,9.010,0.259340,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2067,moderat,reform_ohne_erweiterte_basis,1348.226,3971.183,0.000,2.024,9.010,0.336724,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2067,moderat,reform_mit_erwerbstaetigenbasis,1348.226,4349.948,378.765,2.024,9.010,0.307404,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2068,moderat,status_quo_bund_anteilig,1379.338,4054.462,0.000,316.466,9.236,0.259871,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2068,moderat,reform_ohne_erweiterte_basis,1379.338,4054.462,0.000,1.883,9.236,0.337460,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2068,moderat,reform_mit_erwerbstaetigenbasis,1379.338,4445.171,390.709,1.883,9.236,0.307799,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2069,moderat,status_quo_bund_anteilig,1411.168,4139.422,0.000,323.768,9.466,0.260407,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2069,moderat,reform_ohne_erweiterte_basis,1411.168,4139.422,0.000,1.759,9.466,0.338198,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2069,moderat,reform_mit_erwerbstaetigenbasis,1411.168,4542.403,402.980,1.759,9.466,0.308194,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2070,moderat,status_quo_bund_anteilig,1443.732,4226.097,0.000,331.240,9.703,0.260947,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2070,moderat,reform_ohne_erweiterte_basis,1443.732,4226.097,0.000,1.648,9.703,0.338937,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2070,moderat,reform_mit_erwerbstaetigenbasis,1443.732,4641.685,415.588,1.648,9.703,0.308591,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2027,alt,status_quo_bund_anteilig,436.143,1771.589,0.000,100.066,3.356,0.187810,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2027,alt,reform_ohne_erweiterte_basis,436.143,1771.589,0.000,97.858,3.356,0.189056,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2027,alt,reform_mit_erwerbstaetigenbasis,436.143,1771.589,0.000,97.858,3.356,0.189056,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2028,alt,status_quo_bund_anteilig,456.261,1800.605,0.000,104.681,3.440,0.193346,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2028,alt,reform_ohne_erweiterte_basis,456.261,1800.605,0.000,93.199,3.440,0.199723,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2028,alt,reform_mit_erwerbstaetigenbasis,456.261,1814.873,14.268,93.199,3.440,0.198153,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2029,alt,status_quo_bund_anteilig,477.163,1829.964,0.000,109.477,3.526,0.198999,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2029,alt,reform_ohne_erweiterte_basis,477.163,1829.964,0.000,88.574,3.526,0.210421,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2029,alt,reform_mit_erwerbstaetigenbasis,477.163,1858.966,29.002,88.574,3.526,0.207138,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2030,alt,status_quo_bund_anteilig,498.879,1859.666,0.000,114.459,3.614,0.204771,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2030,alt,reform_ohne_erweiterte_basis,498.879,1859.666,0.000,83.992,3.614,0.221154,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2030,alt,reform_mit_erwerbstaetigenbasis,498.879,1903.875,44.209,83.992,3.614,0.216019,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2031,alt,status_quo_bund_anteilig,521.436,1889.709,0.000,119.635,3.704,0.210666,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2031,alt,reform_ohne_erweiterte_basis,521.436,1889.709,0.000,79.464,3.704,0.231923,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2031,alt,reform_mit_erwerbstaetigenbasis,521.436,1949.607,59.898,79.464,3.704,0.224798,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2032,alt,status_quo_bund_anteilig,544.865,1920.092,0.000,125.010,3.797,0.216687,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2032,alt,reform_ohne_erweiterte_basis,544.865,1920.092,0.000,75.003,3.797,0.242731,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2032,alt,reform_mit_erwerbstaetigenbasis,544.865,1996.168,76.076,75.003,3.797,0.233480,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2033,alt,status_quo_bund_anteilig,569.198,1950.814,0.000,130.593,3.892,0.222837,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2033,alt,reform_ohne_erweiterte_basis,569.198,1950.814,0.000,70.625,3.892,0.253577,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2033,alt,reform_mit_erwerbstaetigenbasis,569.198,2043.565,92.752,70.625,3.892,0.242068,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2034,alt,status_quo_bund_anteilig,594.466,1981.871,0.000,136.390,3.989,0.229121,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2034,alt,reform_ohne_erweiterte_basis,594.466,1981.871,0.000,66.341,3.989,0.264465,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2034,alt,reform_mit_erwerbstaetigenbasis,594.466,2091.804,109.933,66.341,3.989,0.250567,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2035,alt,status_quo_bund_anteilig,620.703,2013.262,0.000,142.410,4.089,0.235541,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2035,alt,reform_ohne_erweiterte_basis,620.703,2013.262,0.000,62.165,4.089,0.275399,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2035,alt,reform_mit_erwerbstaetigenbasis,620.703,2140.890,127.628,62.165,4.089,0.258981,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2036,alt,status_quo_bund_anteilig,647.943,2044.983,0.000,148.660,4.191,0.242101,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2036,alt,reform_ohne_erweiterte_basis,647.943,2044.983,0.000,58.108,4.191,0.286381,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2036,alt,reform_mit_erwerbstaetigenbasis,647.943,2176.724,131.741,58.108,4.191,0.269049,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2037,alt,status_quo_bund_anteilig,676.222,2077.033,0.000,155.148,4.296,0.248806,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2037,alt,reform_ohne_erweiterte_basis,676.222,2077.033,0.000,54.176,4.296,0.297420,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2037,alt,reform_mit_erwerbstaetigenbasis,676.222,2212.973,135.940,54.176,4.296,0.279150,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2038,alt,status_quo_bund_anteilig,705.577,2109.407,0.000,161.883,4.403,0.255660,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2038,alt,reform_ohne_erweiterte_basis,705.577,2109.407,0.000,50.374,4.403,0.308523,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2038,alt,reform_mit_erwerbstaetigenbasis,705.577,2249.634,140.227,50.374,4.403,0.289292,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2039,alt,status_quo_bund_anteilig,725.865,2149.888,0.000,166.537,4.513,0.258067,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2039,alt,reform_ohne_erweiterte_basis,725.865,2149.888,0.000,46.704,4.513,0.313806,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2039,alt,reform_mit_erwerbstaetigenbasis,725.865,2295.015,145.128,46.704,4.513,0.293963,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2040,alt,status_quo_bund_anteilig,743.105,2191.075,0.000,170.493,4.626,0.259227,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2040,alt,reform_ohne_erweiterte_basis,743.105,2191.075,0.000,43.166,4.626,0.317339,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2040,alt,reform_mit_erwerbstaetigenbasis,743.105,2341.235,150.160,43.166,4.626,0.296986,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2041,alt,status_quo_bund_anteilig,760.753,2232.977,0.000,174.542,4.742,0.260401,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2041,alt,reform_ohne_erweiterte_basis,760.753,2232.977,0.000,39.759,4.742,0.320761,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2041,alt,reform_mit_erwerbstaetigenbasis,760.753,2388.304,155.327,39.759,4.742,0.299900,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2042,alt,status_quo_bund_anteilig,778.820,2275.605,0.000,178.687,4.860,0.261589,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2042,alt,reform_ohne_erweiterte_basis,778.820,2275.605,0.000,36.483,4.860,0.324079,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
2042,alt,reform_mit_erwerbstaetigenbasis,778.820,2436.236,160.631,36.483,4.860,0.302712,Bestandsschutz schmilzt; Selbstständige und Neuzugänge öffentlicher Dienst erhöhen Beitragsbasis.
2043,alt,status_quo_bund_anteilig,797.315,2318.969,0.000,182.930,4.982,0.262791,Referenz: Bundesmittel behalten 2025er Ausgabenanteil.
2043,alt,reform_ohne_erweiterte_basis,797.315,2318.969,0.000,33.337,4.982,0.327299,Bestandsschutz-Zuschuss schmilzt; Beitragsbasis unverändert.
